city,sex,age,population
Macapá,Women,31,6327
Macapá,Women,32,5834
Macapá,Women,33,2557
Macapá,Women,34,4794
Macapá,Women,35,5809
Macapá,Women,36,5574
Macapá,Women,37,3976
Macapá,Women,38,3068
Macapá,Women,39,3563
Macapá,Women,40,3556
Macapá,Women,41,2399
Macapá,Women,42,3240
Macapá,Women,43,2709
Macapá,Women,44,4111
Macapá,Women,45,3227
Macapá,Women,46,2529
Macapá,Women,47,3185
Macapá,Women,48,2857
Macapá,Women,49,2914
Macapá,Women,50,2107
Macapá,Women,51,1863
Macapá,Women,52,4536
Macapá,Women,53,2233
Macapá,Women,54,2703
Macapá,Women,55,757
Macapá,Women,56,792
Macapá,Women,57,1133
Macapá,Women,58,1425
Macapá,Women,59,1585
Macapá,Women,60,1636
Macapá,Women,61,1435
Macapá,Women,62,1484
Macapá,Women,63,1969
Macapá,Women,64,1820
Macapá,Women,65,959
Macapá,Women,66,557
Macapá,Women,67,1291
Macapá,Women,68,1127
Macapá,Women,69,391
Macapá,Women,70,735
Macapá,Women,71,1542
Macapá,Women,72,420
Macapá,Women,73,359
Macapá,Women,74,790
Macapá,Women,75,204
Macapá,Women,78,151
Macapá,Women,79,261
Macapá,Women,80,330
Macapá,Women,81,351
Macapá,Women,82,628
Macapá,Women,83,240
Macapá,Women,85,1691
Macapá,Women,86,162
Macapá,Women,87,235
Macapá,Women,91,162
Macapá,Women,99,223
Palmas,Men,0,1296
Palmas,Men,1,3368
Palmas,Men,2,2436
Palmas,Men,3,893
Palmas,Men,4,1836
Palmas,Men,5,3571
Palmas,Men,6,1753
Palmas,Men,7,2051
Palmas,Men,8,3153
Palmas,Men,9,3670
Palmas,Men,10,1904
Palmas,Men,11,3420
Palmas,Men,12,3159
Palmas,Men,13,2356
Palmas,Men,14,2964
Palmas,Men,15,2421
Palmas,Men,16,2800
Palmas,Men,17,3601
Palmas,Men,18,4103
Palmas,Men,19,1949
Palmas,Men,20,2498
Palmas,Men,21,3482
Palmas,Men,22,4369
Palmas,Men,23,2880
Palmas,Men,24,3824
Palmas,Men,25,920
Palmas,Men,26,1340
Palmas,Men,27,2104
Palmas,Men,28,3342
Palmas,Men,29,2288
Palmas,Men,30,2329
Palmas,Men,31,1762
Palmas,Men,32,2787
Palmas,Men,33,3005
Palmas,Men,34,3056
Palmas,Men,35,3850
Palmas,Men,36,2656
Palmas,Men,37,2554
Palmas,Men,38,2196
Palmas,Men,39,1904
Palmas,Men,40,888
Palmas,Men,41,1880
Palmas,Men,42,1589
Palmas,Men,43,1723
Palmas,Men,44,2162
Palmas,Men,45,2242
Palmas,Men,46,1325
Palmas,Men,47,1666
Palmas,Men,48,1184
Palmas,Men,49,2309
Palmas,Men,50,2499
Palmas,Men,51,1303
Palmas,Men,52,1480
Palmas,Men,53,1574
Palmas,Men,54,1081
Palmas,Men,55,1535
Palmas,Men,56,1129
Palmas,Men,57,1262
Palmas,Men,58,739
Palmas,Men,59,884
Palmas,Men,60,611
Palmas,Men,61,981
Palmas,Men,62,1744
Palmas,Men,63,782
Palmas,Men,64,222
Palmas,Men,65,511
Palmas,Men,66,91
Palmas,Men,67,853
Palmas,Men,68,1088
Palmas,Men,69,968
Palmas,Men,70,1070
Palmas,Men,71,194
Palmas,Men,72,398
Palmas,Men,73,554
Palmas,Men,76,354
Palmas,Men,77,565
Palmas,Men,80,408
Palmas,Men,81,165
Palmas,Men,83,410
Palmas,Men,89,158
Palmas,Women,0,1223
Palmas,Women,1,2713
Palmas,Women,2,2908
Palmas,Women,3,2737
Palmas,Women,4,2548
Palmas,Women,5,3451
Palmas,Women,6,2311
Palmas,Women,7,688
Palmas,Women,8,1516
Palmas,Women,9,2850
Palmas,Women,10,1962
Palmas,Women,11,3591
Palmas,Women,12,3647
Palmas,Women,13,3181
Palmas,Women,14,2874
Palmas,Women,15,1770
Palmas,Women,16,3046
Palmas,Women,17,2429
Palmas,Women,18,1979
Palmas,Women,19,2120
Palmas,Women,20,3340
Palmas,Women,21,4640
Palmas,Women,22,2698
Palmas,Women,23,2443
Palmas,Women,24,3563
Palmas,Women,25,1926
Palmas,Women,26,2031
Palmas,Women,27,3216
Palmas,Women,28,4590
Palmas,Women,29,3705
Palmas,Women,30,3250
Palmas,Women,31,1882
Palmas,Women,32,2582
Palmas,Women,33,2504
Palmas,Women,34,3276
Palmas,Women,35,3256
Palmas,Women,36,983
Palmas,Women,37,3715
Palmas,Women,38,3206
Palmas,Women,39,3134
Palmas,Women,40,1542
Palmas,Women,41,3141
Palmas,Women,42,2011
Palmas,Women,43,1704
Palmas,Women,44,3450
Palmas,Women,45,1765
Palmas,Women,46,2797
Palmas,Women,47,1079
Palmas,Women,48,1933
Palmas,Women,49,1518
Palmas,Women,50,1613
Palmas,Women,51,879
Palmas,Women,52,1616
Palmas,Women,53,1704
Palmas,Women,54,1165
Palmas,Women,55,1445
Palmas,Women,56,1179
Palmas,Women,57,1746
Palmas,Women,58,1461
Palmas,Women,59,1061
Palmas,Women,60,933
Palmas,Women,61,1138
Palmas,Women,62,173
Palmas,Women,63,504
Palmas,Women,64,1891
Palmas,Women,65,695
Palmas,Women,66,842
Palmas,Women,67,822
Palmas,Women,68,539
Palmas,Women,69,388
Palmas,Women,70,176
Palmas,Women,71,304
Palmas,Women,74,162
Palmas,Women,76,230
Palmas,Women,78,792
Palmas,Women,79,412
Palmas,Women,83,144
Palmas,Women,87,525
Palmas,Women,88,168
Palmas,Women,90,181
São Luís,Men,0,2232
São Luís,Men,1,9410
São Luís,Men,2,7321
São Luís,Men,3,8015
São Luís,Men,4,7441
São Luís,Men,5,8090
São Luís,Men,6,7648
São Luís,Men,7,8872
São Luís,Men,8,10697
São Luís,Men,9,10135
São Luís,Men,10,7776
São Luís,Men,11,9997
São Luís,Men,12,7435
São Luís,Men,13,4367
São Luís,Men,14,6279
São Luís,Men,15,7696
São Luís,Men,16,5486
São Luís,Men,17,8334
São Luís,Men,18,7821
São Luís,Men,19,9535
São Luís,Men,20,8002
São Luís,Men,21,8643
São Luís,Men,22,17797
São Luís,Men,23,13694
São Luís,Men,24,5661
São Luís,Men,25,11039
São Luís,Men,26,10699
São Luís,Men,27,7473
São Luís,Men,28,12464
São Luís,Men,29,12772
São Luís,Men,30,7119
São Luís,Men,31,13173
São Luís,Men,32,7238
São Luís,Men,33,6887
São Luís,Men,34,12162
São Luís,Men,35,10275
São Luís,Men,36,8973
São Luís,Men,37,7619
São Luís,Men,38,7916
São Luís,Men,39,9774
São Luís,Men,40,5508
São Luís,Men,41,9135
São Luís,Men,42,5215
São Luís,Men,43,7490
São Luís,Men,44,6317
São Luís,Men,45,5055
São Luís,Men,46,3143
São Luís,Men,47,4466
São Luís,Men,48,4938
São Luís,Men,49,6240
São Luís,Men,50,7113
São Luís,Men,51,4180
São Luís,Men,52,4868
São Luís,Men,53,6859
São Luís,Men,54,7337
São Luís,Men,55,3524
São Luís,Men,56,4264
São Luís,Men,57,4619
São Luís,Men,58,7406
São Luís,Men,59,1599
São Luís,Men,60,6963
São Luís,Men,61,3037
São Luís,Men,62,4817
São Luís,Men,63,3791
São Luís,Men,64,4685
São Luís,Men,65,2528
São Luís,Men,66,3280
São Luís,Men,67,1692
São Luís,Men,68,3664
São Luís,Men,69,4294
São Luís,Men,70,1968
São Luís,Men,71,2587
São Luís,Men,72,3362
São Luís,Men,73,1583
São Luís,Men,75,745
São Luís,Men,76,1573
São Luís,Men,77,2723
São Luís,Men,78,459
São Luís,Men,79,946
São Luís,Men,80,802
São Luís,Men,81,480
São Luís,Men,82,822
São Luís,Men,83,1655
São Luís,Men,84,1217
São Luís,Men,85,716
São Luís,Men,86,516
São Luís,Men,87,397
São Luís,Men,88,856
São Luís,Men,89,372
São Luís,Men,94,439
São Luís,Men,95,496
São Luís,Men,96,559
São Luís,Men,97,446
São Luís,Women,0,6178
São Luís,Women,1,5094
São Luís,Women,2,6945
São Luís,Women,3,4390
São Luís,Women,4,4882
São Luís,Women,5,7293
São Luís,Women,6,5159
São Luís,Women,7,5975
São Luís,Women,8,6672
São Luís,Women,9,4295
São Luís,Women,10,8271
São Luís,Women,11,10250
São Luís,Women,12,10500
São Luís,Women,13,10408
São Luís,Women,14,6244
São Luís,Women,15,8341
São Luís,Women,16,4997
São Luís,Women,17,8061
São Luís,Women,18,10053
São Luís,Women,19,7432
São Luís,Women,20,9402
São Luís,Women,21,15399
São Luís,Women,22,9029
São Luís,Women,23,9453
São Luís,Women,24,11275
São Luís,Women,25,11093
São Luís,Women,26,7620
São Luís,Women,27,8696
São Luís,Women,28,6414
São Luís,Women,29,6953
São Luís,Women,30,8725
São Luís,Women,31,8309
São Luís,Women,32,15527
São Luís,Women,33,11059
São Luís,Women,34,11698
São Luís,Women,35,13366
São Luís,Women,36,11703
São Luís,Women,37,7187
São Luís,Women,38,10303
São Luís,Women,39,7681
São Luís,Women,40,9874
São Luís,Women,41,8270
São Luís,Women,42,8636
São Luís,Women,43,7879
São Luís,Women,44,4647
São Luís,Women,45,9333
São Luís,Women,46,7075
São Luís,Women,47,8888
São Luís,Women,48,7499
São Luís,Women,49,5446
São Luís,Women,50,8945
São Luís,Women,51,5732
São Luís,Women,52,7807
São Luís,Women,53,6206
São Luís,Women,54,6880
São Luís,Women,55,8446
São Luís,Women,56,7009
São Luís,Women,57,4569
São Luís,Women,58,3340
São Luís,Women,59,4548
São Luís,Women,60,6854
São Luís,Women,61,5335
São Luís,Women,62,6331
São Luís,Women,63,5366
São Luís,Women,64,3462
São Luís,Women,65,4552
São Luís,Women,66,2893
São Luís,Women,67,2941
São Luís,Women,68,2009
São Luís,Women,69,2080
São Luís,Women,70,3402
São Luís,Women,71,4089
São Luís,Women,72,1914
São Luís,Women,73,5709
São Luís,Women,74,2677
São Luís,Women,75,1012
São Luís,Women,76,1612
São Luís,Women,77,429
São Luís,Women,78,861
São Luís,Women,79,342
São Luís,Women,80,1846
São Luís,Women,81,1051
São Luís,Women,82,784
São Luís,Women,83,1244
São Luís,Women,84,546
São Luís,Women,86,648
São Luís,Women,87,441
São Luís,Women,88,2121
São Luís,Women,90,525
São Luís,Women,92,466
São Luís,Women,93,398
São Luís,Women,94,336
São Luís,Women,95,278
São Luís,Women,97,437
São Luís,Women,102,554
Teresina,Men,0,1107
Teresina,Men,1,7403
Teresina,Men,2,4566
Teresina,Men,3,6435
Teresina,Men,4,2262
Teresina,Men,5,4825
Teresina,Men,6,4758
Teresina,Men,7,4488
Teresina,Men,8,9070
Teresina,Men,9,9446
Teresina,Men,10,4789
Teresina,Men,11,7759
Teresina,Men,12,4960
Teresina,Men,13,6777
Teresina,Men,14,7997
Teresina,Men,15,6368
Teresina,Men,16,7094
Teresina,Men,17,5150
Teresina,Men,18,7038
Teresina,Men,19,6319
Teresina,Men,20,8721
Teresina,Men,21,8075
Teresina,Men,22,10982
Teresina,Men,23,8071
Teresina,Men,24,11534
Teresina,Men,25,6099
Teresina,Men,26,7924
Teresina,Men,27,4157
Teresina,Men,28,7174
Teresina,Men,29,8834
Teresina,Men,30,5150
Teresina,Men,31,6885
Teresina,Men,32,6461
Teresina,Men,33,4114
Teresina,Men,34,5403
Teresina,Men,35,5075
Teresina,Men,36,5855
Teresina,Men,37,3762
Teresina,Men,38,5680
Teresina,Men,39,7915
Teresina,Men,40,6858
Teresina,Men,41,6941
Teresina,Men,42,5501
Teresina,Men,43,3004
Teresina,Men,44,5228
Teresina,Men,45,4275
Teresina,Men,46,4134
Teresina,Men,47,5949
Teresina,Men,48,3880
Teresina,Men,49,3840
Teresina,Men,50,3371
Teresina,Men,51,4750
Teresina,Men,52,6393
Teresina,Men,53,5198
Teresina,Men,54,6729
Teresina,Men,55,5472
Teresina,Men,56,3054
Teresina,Men,57,5557
Teresina,Men,58,3578
Teresina,Men,59,3245
Teresina,Men,60,5785
Teresina,Men,61,2589
Teresina,Men,62,2306
Teresina,Men,63,2270
Teresina,Men,64,2228
Teresina,Men,65,171
Teresina,Men,66,1735
Teresina,Men,67,2567
Teresina,Men,68,1063
Teresina,Men,69,1867
Teresina,Men,70,2340
Teresina,Men,71,1110
Teresina,Men,72,1468
Teresina,Men,73,976
Teresina,Men,74,689
Teresina,Men,75,1650
Teresina,Men,76,856
Teresina,Men,77,1809
Teresina,Men,78,569
Teresina,Men,79,845
Teresina,Men,80,408
Teresina,Men,81,170
Teresina,Men,82,199
Teresina,Men,84,210
Teresina,Men,85,189
Teresina,Men,89,335
Teresina,Men,95,170
Teresina,Men,97,367
Teresina,Women,0,1737
Teresina,Women,1,10452
Teresina,Women,2,6861
Teresina,Women,3,7381
Teresina,Women,4,3996
Teresina,Women,5,7951
Teresina,Women,6,5102
Teresina,Women,7,6724
Teresina,Women,8,5682
Teresina,Women,9,2728
Teresina,Women,10,8006
Teresina,Women,11,6585
Teresina,Women,12,4385
Teresina,Women,13,4550
Teresina,Women,14,6092
Teresina,Women,15,8478
Teresina,Women,16,8273
Teresina,Women,17,7856
Teresina,Women,18,8452
Teresina,Women,19,5559
Teresina,Women,20,9590
Teresina,Women,21,7809
Teresina,Women,22,7204
Teresina,Women,23,8249
Teresina,Women,24,10212
Teresina,Women,25,10383
Teresina,Women,26,5387
Teresina,Women,27,6065
Teresina,Women,28,7244
Teresina,Women,29,5569
Teresina,Women,30,6890
Teresina,Women,31,4908
Teresina,Women,32,5336
Teresina,Women,33,10141
Teresina,Women,34,6374
Teresina,Women,35,8110
Teresina,Women,36,5298
Teresina,Women,37,7074
Teresina,Women,38,7452
Teresina,Women,39,7230
Teresina,Women,40,7419
Teresina,Women,41,6100
Teresina,Women,42,6444
Teresina,Women,43,12005
Teresina,Women,44,4756
Teresina,Women,45,5732
Teresina,Women,46,5218
Teresina,Women,47,5226
Teresina,Women,48,8361
Teresina,Women,49,5445
Teresina,Women,50,5459
Teresina,Women,51,7474
Teresina,Women,52,5001
Teresina,Women,53,5969
Teresina,Women,54,8665
Teresina,Women,55,3795
Teresina,Women,56,4716
Teresina,Women,57,6038
Teresina,Women,58,3559
Teresina,Women,59,5418
Teresina,Women,60,4327
Teresina,Women,61,2743
Teresina,Women,62,5848
Teresina,Women,63,2394
Teresina,Women,64,4235
Teresina,Women,65,1819
Teresina,Women,66,2140
Teresina,Women,67,3168
Teresina,Women,68,1439
Teresina,Women,69,4426
Teresina,Women,70,1910
Teresina,Women,71,1937
Teresina,Women,72,2750
Teresina,Women,73,3060
Teresina,Women,74,1208
Teresina,Women,75,2488
Teresina,Women,76,1831
Teresina,Women,77,969
Teresina,Women,78,1107
Teresina,Women,79,695
Teresina,Women,80,881
Teresina,Women,81,1215
Teresina,Women,82,614
Teresina,Women,83,660
Teresina,Women,84,760
Teresina,Women,85,644
Teresina,Women,86,187
Teresina,Women,88,672
Teresina,Women,89,260
Teresina,Women,91,526
Teresina,Women,94,297
Teresina,Women,95,311
Teresina,Women,100,213
Fortaleza,Men,0,14904
Fortaleza,Men,1,19803
Fortaleza,Men,2,16238
Fortaleza,Men,3,21003
Fortaleza,Men,4,12388
Fortaleza,Men,5,11121
Fortaleza,Men,6,20578
Fortaleza,Men,7,12423
Fortaleza,Men,8,28559
Fortaleza,Men,9,17512
Fortaleza,Men,10,13222
Fortaleza,Men,11,17859
Fortaleza,Men,12,15028
Fortaleza,Men,13,13542
Fortaleza,Men,14,16563
Fortaleza,Men,15,15807
Fortaleza,Men,16,17699
Fortaleza,Men,17,7329
Fortaleza,Men,18,15681
Fortaleza,Men,19,22457
Fortaleza,Men,20,27162
Fortaleza,Men,21,38759
Fortaleza,Men,22,21360
Fortaleza,Men,23,23250
Fortaleza,Men,24,27319
Fortaleza,Men,25,27646
Fortaleza,Men,26,16591
Fortaleza,Men,27,23705
Fortaleza,Men,28,18342
Fortaleza,Men,29,20613
Fortaleza,Men,30,25061
Fortaleza,Men,31,19847
Fortaleza,Men,32,21009
Fortaleza,Men,33,16235
Fortaleza,Men,34,20908
Fortaleza,Men,35,18950
Fortaleza,Men,36,23854
Fortaleza,Men,37,18825
Fortaleza,Men,38,26169
Fortaleza,Men,39,14849
Fortaleza,Men,40,22362
Fortaleza,Men,41,15553
Fortaleza,Men,42,21540
Fortaleza,Men,43,12010
Fortaleza,Men,44,10497
Fortaleza,Men,45,14448
Fortaleza,Men,46,18778
Fortaleza,Men,47,18487
Fortaleza,Men,48,18157
Fortaleza,Men,49,14128
Fortaleza,Men,50,8632
Fortaleza,Men,51,15689
Fortaleza,Men,52,11860
Fortaleza,Men,53,15782
Fortaleza,Men,54,16777
Fortaleza,Men,55,14136
Fortaleza,Men,56,14491
Fortaleza,Men,57,18684
Fortaleza,Men,58,16129
Fortaleza,Men,59,10287
Fortaleza,Men,60,15832
Fortaleza,Men,61,14549
Fortaleza,Men,62,12886
Fortaleza,Men,63,9446
Fortaleza,Men,64,6721
Fortaleza,Men,65,8567
Fortaleza,Men,66,8621
Fortaleza,Men,67,5901
Fortaleza,Men,68,6575
Fortaleza,Men,69,6465
Fortaleza,Men,70,4082
Fortaleza,Men,71,6509
Fortaleza,Men,72,8872
Fortaleza,Men,73,4072
Fortaleza,Men,74,4097
Fortaleza,Men,75,2824
Fortaleza,Men,76,5073
Fortaleza,Men,77,2799
Fortaleza,Men,78,2736
Fortaleza,Men,79,2290
Fortaleza,Men,80,1841
Fortaleza,Men,81,2105
Fortaleza,Men,82,2555
Fortaleza,Men,83,4033
Fortaleza,Men,84,1113
Fortaleza,Men,85,1216
Fortaleza,Men,86,481
Fortaleza,Men,87,2162
Fortaleza,Men,88,598
Fortaleza,Men,89,1445
Fortaleza,Men,90,441
Fortaleza,Men,92,829
Fortaleza,Men,96,819
Fortaleza,Men,100,774
Fortaleza,Women,0,10468
Fortaleza,Women,1,20812
Fortaleza,Women,2,18984
Fortaleza,Women,3,10244
Fortaleza,Women,4,15552
Fortaleza,Women,5,18352
Fortaleza,Women,6,21311
Fortaleza,Women,7,16682
Fortaleza,Women,8,21217
Fortaleza,Women,9,17307
Fortaleza,Women,10,16093
Fortaleza,Women,11,15916
Fortaleza,Women,12,23936
Fortaleza,Women,13,18570
Fortaleza,Women,14,16494
Fortaleza,Women,15,9168
Fortaleza,Women,16,19933
Fortaleza,Women,17,22645
Fortaleza,Women,18,19874
Fortaleza,Women,19,21571
Fortaleza,Women,20,20348
Fortaleza,Women,21,18588
Fortaleza,Women,22,14253
Fortaleza,Women,23,23387
Fortaleza,Women,24,20410
Fortaleza,Women,25,31115
Fortaleza,Women,26,20117
Fortaleza,Women,27,35205
Fortaleza,Women,28,22105
Fortaleza,Women,29,18884
Fortaleza,Women,30,22459
Fortaleza,Women,31,30787
Fortaleza,Women,32,23226
Fortaleza,Women,33,22171
Fortaleza,Women,34,20110
Fortaleza,Women,35,26285
Fortaleza,Women,36,23224
Fortaleza,Women,37,22032
Fortaleza,Women,38,19896
Fortaleza,Women,39,25413
Fortaleza,Women,40,18302
Fortaleza,Women,41,20097
Fortaleza,Women,42,22158
Fortaleza,Women,43,17877
Fortaleza,Women,44,13487
Fortaleza,Women,45,28244
Fortaleza,Women,46,18848
Fortaleza,Women,47,9711
Fortaleza,Women,48,15576
Fortaleza,Women,49,22773
Fortaleza,Women,50,15578
Fortaleza,Women,51,20795
Fortaleza,Women,52,18927
Fortaleza,Women,53,16154
Fortaleza,Women,54,20785
Fortaleza,Women,55,15118
Fortaleza,Women,56,23224
Fortaleza,Women,57,21558
Fortaleza,Women,58,13032
Fortaleza,Women,59,17404
Fortaleza,Women,60,17777
Fortaleza,Women,61,14390
Fortaleza,Women,62,21336
Fortaleza,Women,63,18012
Fortaleza,Women,64,9646
Fortaleza,Women,65,7753
Fortaleza,Women,66,11232
Fortaleza,Women,67,12752
Fortaleza,Women,68,10191
Fortaleza,Women,69,8062
Fortaleza,Women,70,5767
Fortaleza,Women,71,4353
Fortaleza,Women,72,9620
Fortaleza,Women,73,3905
Fortaleza,Women,74,8860
Fortaleza,Women,75,4706
Fortaleza,Women,76,4730
Fortaleza,Women,77,1457
Fortaleza,Women,78,7491
Fortaleza,Women,79,5069
Fortaleza,Women,80,4034
Fortaleza,Women,81,2223
Fortaleza,Women,82,2947
Fortaleza,Women,83,4263
Fortaleza,Women,84,4191
Fortaleza,Women,85,4763
Fortaleza,Women,86,1204
Fortaleza,Women,88,1303
Fortaleza,Women,89,455
Fortaleza,Women,90,1834
Fortaleza,Women,91,1612
Fortaleza,Women,92,1649
Fortaleza,Women,93,610
Fortaleza,Women,94,2931
Fortaleza,Women,95,2420
Fortaleza,Women,97,408
Fortaleza,Women,103,448
Natal,Men,0,4155
Natal,Men,1,4596
Natal,Men,2,2476
Natal,Men,3,7465
Natal,Men,4,5446
Natal,Men,5,3364
Natal,Men,6,7633
Natal,Men,7,8974
Natal,Men,8,3003
Natal,Men,9,7803
Natal,Men,10,6226
Natal,Men,11,7775
Natal,Men,12,3349
Natal,Men,13,3563
Natal,Men,14,7623
Natal,Men,15,3645
Natal,Men,16,4762
Natal,Men,17,4676
Natal,Men,18,6156
Natal,Men,19,4435
Natal,Men,20,6435
Natal,Men,21,7679
Natal,Men,22,9912
Natal,Men,23,9410
Natal,Men,24,8864
Natal,Men,25,10556
Natal,Men,26,4489
Natal,Men,27,7638
Natal,Men,28,6302
Natal,Men,29,5307
Natal,Men,30,6193
Natal,Men,31,6671
Natal,Men,32,8989
Natal,Men,33,8258
Natal,Men,34,4039
Natal,Men,35,7617
Natal,Men,36,8050
Natal,Men,37,4841
Natal,Men,38,4403
Natal,Men,39,8500
Natal,Men,40,7711
Natal,Men,41,5652
Natal,Men,42,3008
Natal,Men,43,4316
Natal,Men,44,1750
Natal,Men,45,4132
Natal,Men,46,5505
Natal,Men,47,3143
Natal,Men,48,9754
Natal,Men,49,5103
Natal,Men,50,6822
Natal,Men,51,6636
Natal,Men,52,6593
Natal,Men,53,6747
Natal,Men,54,6855
Natal,Men,55,5010
Natal,Men,56,5162
Natal,Men,57,5811
Natal,Men,58,4157
Natal,Men,59,4909
Natal,Men,60,3182
Natal,Men,61,3780
Natal,Men,62,2336
Natal,Men,63,2640
Natal,Men,64,3547
Natal,Men,65,3219
Natal,Men,66,2251
Natal,Men,67,5728
Natal,Men,68,2458
Natal,Men,69,3527
Natal,Men,70,2482
Natal,Men,71,734
Natal,Men,72,2984
Natal,Men,73,1677
Natal,Men,74,1125
Natal,Men,75,957
Natal,Men,76,231
Natal,Men,77,1798
Natal,Men,78,339
Natal,Men,79,842
Natal,Men,80,545
Natal,Men,81,965
Natal,Men,82,1069
Natal,Men,83,349
Natal,Men,85,842
Natal,Men,86,242
Natal,Men,87,593
Natal,Men,88,592
Natal,Men,89,565
Natal,Men,94,145
Natal,Men,95,276
Natal,Men,98,391
Natal,Men,102,375
Natal,Women,0,2318
Natal,Women,1,3187
Natal,Women,2,3575
Natal,Women,3,4046
Natal,Women,4,4912
Natal,Women,5,5201
Natal,Women,6,6421
Natal,Women,7,10587
Natal,Women,8,6078
Natal,Women,9,4114
Natal,Women,10,4192
Natal,Women,11,4316
Natal,Women,12,3168
Natal,Women,13,4663
Natal,Women,14,4945
Natal,Women,15,7025
Natal,Women,16,6194
Natal,Women,17,5701
Natal,Women,18,6130
Natal,Women,19,5967
Natal,Women,20,6531
Natal,Women,21,6194
Natal,Women,22,10679
Natal,Women,23,8066
Natal,Women,24,6580
Natal,Women,25,10349
Natal,Women,26,3341
Natal,Women,27,5883
Natal,Women,28,5659
Natal,Women,29,8676
Natal,Women,30,6025
Natal,Women,31,6493
Natal,Women,32,7152
Natal,Women,33,4038
Natal,Women,34,5958
Natal,Women,35,6878
Natal,Women,36,4631
Natal,Women,37,8971
Natal,Women,38,6265
Natal,Women,39,8499
Natal,Women,40,4727
Natal,Women,41,7842
Natal,Women,42,3061
Natal,Women,43,3748
Natal,Women,44,7384
Natal,Women,45,5440
Natal,Women,46,6157
Natal,Women,47,8602
Natal,Women,48,10603
Natal,Women,49,6044
Natal,Women,50,9660
Natal,Women,51,8789
Natal,Women,52,5373
Natal,Women,53,5538
Natal,Women,54,3856
Natal,Women,55,4326
Natal,Women,56,7125
Natal,Women,57,7071
Natal,Women,58,3779
Natal,Women,59,6114
Natal,Women,60,4581
Natal,Women,61,4825
Natal,Women,62,3651
Natal,Women,63,7370
Natal,Women,64,6355
Natal,Women,65,4562
Natal,Women,66,3272
Natal,Women,67,3486
Natal,Women,68,4117
Natal,Women,69,1928
Natal,Women,70,1746
Natal,Women,71,1951
Natal,Women,72,3474
Natal,Women,73,2756
Natal,Women,74,1090
Natal,Women,75,4449
Natal,Women,76,3570
Natal,Women,77,1419
Natal,Women,78,2517
Natal,Women,79,2701
Natal,Women,80,723
Natal,Women,81,523
Natal,Women,82,1445
Natal,Women,83,556
Natal,Women,84,1285
Natal,Women,85,1176
Natal,Women,87,1023
Natal,Women,89,926
Natal,Women,90,609
Natal,Women,91,564
Natal,Women,94,989
Natal,Women,99,206
João Pessoa,Men,0,2722
João Pessoa,Men,1,4164
João Pessoa,Men,2,6446
João Pessoa,Men,3,6696
João Pessoa,Men,4,5995
João Pessoa,Men,5,5848
João Pessoa,Men,6,6178
João Pessoa,Men,7,5511
João Pessoa,Men,8,5072
João Pessoa,Men,9,5640
João Pessoa,Men,10,4262
João Pessoa,Men,11,6328
João Pessoa,Men,12,7819
João Pessoa,Men,13,5950
João Pessoa,Men,14,6812
João Pessoa,Men,15,4324
João Pessoa,Men,16,8491
João Pessoa,Men,17,3291
João Pessoa,Men,18,7334
João Pessoa,Men,19,4106
João Pessoa,Men,20,10205
João Pessoa,Men,21,6355
João Pessoa,Men,22,8324
João Pessoa,Men,23,7389
João Pessoa,Men,24,6655
João Pessoa,Men,25,7185
João Pessoa,Men,26,6927
João Pessoa,Men,27,5335
João Pessoa,Men,28,5110
João Pessoa,Men,29,5039
João Pessoa,Men,30,7157
João Pessoa,Men,31,5393
João Pessoa,Men,32,4847
João Pessoa,Men,33,5933
João Pessoa,Men,34,7246
João Pessoa,Men,35,5564
João Pessoa,Men,36,3256
João Pessoa,Men,37,8400
João Pessoa,Men,38,7640
João Pessoa,Men,39,7405
João Pessoa,Men,40,5800
João Pessoa,Men,41,7377
João Pessoa,Men,42,4055
João Pessoa,Men,43,5408
João Pessoa,Men,44,5085
João Pessoa,Men,45,5258
João Pessoa,Men,46,7914
João Pessoa,Men,47,6283
João Pessoa,Men,48,5386
João Pessoa,Men,49,4415
João Pessoa,Men,50,3153
João Pessoa,Men,51,4912
João Pessoa,Men,52,5243
João Pessoa,Men,53,3453
João Pessoa,Men,54,5251
João Pessoa,Men,55,4738
João Pessoa,Men,56,5493
João Pessoa,Men,57,5111
João Pessoa,Men,58,3831
João Pessoa,Men,59,6518
João Pessoa,Men,60,2983
João Pessoa,Men,61,4418
João Pessoa,Men,62,4001
João Pessoa,Men,63,2492
João Pessoa,Men,64,3443
João Pessoa,Men,65,1382
João Pessoa,Men,66,2378
João Pessoa,Men,67,3034
João Pessoa,Men,68,1828
João Pessoa,Men,69,1379
João Pessoa,Men,70,4120
João Pessoa,Men,71,1665
João Pessoa,Men,72,1335
João Pessoa,Men,73,1355
João Pessoa,Men,74,1773
João Pessoa,Men,75,1190
João Pessoa,Men,76,789
João Pessoa,Men,77,1234
João Pessoa,Men,78,1030
João Pessoa,Men,79,832
João Pessoa,Men,81,369
João Pessoa,Men,82,629
João Pessoa,Men,83,590
João Pessoa,Men,85,380
João Pessoa,Men,86,245
João Pessoa,Men,88,629
João Pessoa,Men,98,373
João Pessoa,Women,0,3846
João Pessoa,Women,1,7114
João Pessoa,Women,2,6530
João Pessoa,Women,3,3159
João Pessoa,Women,4,6799
João Pessoa,Women,5,6470
João Pessoa,Women,6,5603
João Pessoa,Women,7,7727
João Pessoa,Women,8,3370
João Pessoa,Women,9,4682
